仓位ID,交易对,方向,数量,开仓价格,开仓时间,平仓价格,平仓时间,状态,PnL,交易次数,原始开仓时间戳,原始平仓时间戳
ETH/USDT:USDT_1753707833937_reverse,ETH/USDT:USDT,空头,1.4909999999999983,3862.3089715478986,2025-07-28 21:03:53,3847.14,2025-07-28 21:25:23,已平仓,22.61693657791703,6,1753707833937,1753709123099
ETH/USDT:USDT_1753709123099_reverse,ETH/USDT:USDT,多头,1.7763568394002505e-15,3862.8100000000004,2025-07-28 21:25:23,3785.78,2025-07-29 12:33:19,已平仓,-1.3683276733900165e-13,4,1753709123099,1753763599363
ETH/USDT:USDT_1753763599363_reverse,ETH/USDT:USDT,空头,0.29199999999999804,3785.964298176051,2025-07-29 12:33:19,3800.5,2025-07-29 13:37:18,已平仓,-4.244424932593017,6,1753763599363,1753767438789
ETH/USDT:USDT_1753767438789_reverse,ETH/USDT:USDT,多头,1.7763568394002505e-15,3837.7999999999997,2025-07-29 13:37:18,3826.0,2025-07-31 21:03:14,已平仓,-2.096101070492247e-14,7,1753767438789,1753966994680
ETH/USDT:USDT_1753966994680_reverse,ETH/USDT:USDT,空头,2.822999999999998,3826.0,2025-07-31 21:03:14,3803.28,2025-08-01 00:33:07,已平仓,64.13855999999939,2,1753966994680,1753979587147
ETH/USDT:USDT_1753979587147_reverse,ETH/USDT:USDT,多头,1.7763568394002505e-15,3803.28,2025-08-01 00:33:07,3608.21,2025-08-01 16:31:39,已平仓,-3.4651392866180715e-13,2,1753979587147,1754037099307
ETH/USDT:USDT_1754037099307_reverse,ETH/USDT:USDT,空头,2.5429999999999984,3608.21,2025-08-01 16:31:39,3630.65,2025-08-01 17:02:05,已平仓,-57.0649200000001,2,1754037099307,1754038925115
ETH/USDT:USDT_1754038925115_reverse,ETH/USDT:USDT,多头,8.881784197001252e-16,3637.3966598360653,2025-08-01 17:02:05,,,持仓中,0,12,1754038925115,
LTC/USDT:USDT_1752991701015,LTC/USDT:USDT,多头,13.012999999999998,116.44,2025-07-20 14:08:21,118.44,2025-07-20 17:56:48,已平仓,26.025999999999996,8,1752991701015,1753005408674
LTC/USDT:USDT_1753005408674_reverse,LTC/USDT:USDT,空头,1.7763568394002505e-15,118.44,2025-07-20 17:56:48,,,持仓中,0,1,1753005408674,
XRP/USDT:USDT_1753405754526,XRP/USDT:USDT,空头,763.2999999999998,3.1175,2025-07-25 09:09:14,3.0648,2025-07-25 12:19:09,已平仓,40.22591000000014,16,1753405754526,1753417149523
XRP/USDT:USDT_1753417149523_reverse,XRP/USDT:USDT,多头,1.1368683772161603e-13,3.0648,2025-07-25 12:19:09,,,持仓中,0,1,1753417149523,
XTZ/USDT:USDT_1752913029209,XTZ/USDT:USDT,多头,70.99999999999986,0.816,2025-07-19 16:17:09,0.774,2025-07-19 16:55:28,已平仓,-2.9819999999999887,9,1752913029209,1752915328066
XTZ/USDT:USDT_1752915328066_reverse,XTZ/USDT:USDT,空头,1.9895196601282805e-13,1.094926808749299,2025-07-19 16:55:28,,,持仓中,0,5,1752915328066,
CRV/USDT:USDT_1752918271002,CRV/USDT:USDT,空头,2174.2999999999997,0.9450000000000001,2025-07-19 17:44:31,0.96,2025-07-19 19:33:14,已平仓,-32.614499999999786,15,1752918271002,1752924794019
CRV/USDT:USDT_1752924794019_reverse,CRV/USDT:USDT,多头,4.547473508864641e-13,0.96,2025-07-19 19:33:14,0.948,2025-07-19 19:52:13,已平仓,-5.456968210637574e-15,2,1752924794019,1752925933881
CRV/USDT:USDT_1752925933881_reverse,CRV/USDT:USDT,空头,6565.4,0.9480000000000001,2025-07-19 19:52:13,0.922,2025-07-19 22:34:41,已平仓,170.70040000000014,4,1752925933881,1752935681734
CRV/USDT:USDT_1753146480733,CRV/USDT:USDT,空头,9.094947017729282e-13,0.9420000000000001,2025-07-22 09:08:00,1.082,2025-07-25 18:05:37,已平仓,-1.2732925824820997e-13,27,1753146480733,1753437937435
CRV/USDT:USDT_1753437937435_reverse,CRV/USDT:USDT,多头,2019.1999999999991,1.0819999999999999,2025-07-25 18:05:37,1.038,2025-07-25 22:39:43,已平仓,-88.8447999999996,7,1753437937435,1753454383081
CRV/USDT:USDT_1753454383081_reverse,CRV/USDT:USDT,空头,9.094947017729282e-13,1.038,2025-07-25 22:39:43,,,持仓中,0,1,1753454383081,
SUSHI/USDT:USDT_1752896770372,SUSHI/USDT:USDT,多头,433.0,0.9366442091754894,2025-07-19 11:46:10,1.0175,2025-07-19 13:36:17,已平仓,35.01055742701312,19,1752896770372,1752903377018
SUSHI/USDT:USDT_1752907522407,SUSHI/USDT:USDT,多头,37.0,1.0543,2025-07-19 14:45:22,1.003,2025-07-19 17:39:14,已平仓,-1.8981000000000046,25,1752907522407,1752917954019
SUSHI/USDT:USDT_1752918092341,SUSHI/USDT:USDT,多头,348.0,0.9279,2025-07-19 17:41:32,0.9224,2025-07-19 17:42:54,已平仓,-1.9139999999999824,17,1752918092341,1752918174078
SUSHI/USDT:USDT_1752918183438,SUSHI/USDT:USDT,空头,160.0,0.9249,2025-07-19 17:43:03,0.922,2025-07-19 19:24:11,已平仓,0.4640000000000022,35,1752918183438,1752924251874
SUSHI/USDT:USDT_1752982722917,SUSHI/USDT:USDT,多头,24.0,1.047,2025-07-20 11:38:42,1.0128,2025-07-20 14:02:28,已平仓,-0.8208000000000002,26,1752982722917,1752991348041
SUSHI/USDT:USDT_1753106065964,SUSHI/USDT:USDT,多头,154.0,1.089,2025-07-21 21:54:25,1.056,2025-07-21 23:13:20,已平仓,-5.081999999999987,31,1753106065964,1753110800952
SUSHI/USDT:USDT_1753110875181,SUSHI/USDT:USDT,空头,393.0,1.0565012589928058,2025-07-21 23:14:35,1.0744,2025-07-21 23:54:26,已平仓,-7.0342052158273365,31,1753110875181,1753113266878
SOL/USDT:USDT_1753071872050,SOL/USDT:USDT,多头,50.61,187.0987314759929,2025-07-21 12:24:32,191.58,2025-07-21 17:58:36,已平仓,226.79699999999963,8,1753071872050,1753091916295
UNI/USDT:USDT_1752983043521,UNI/USDT:USDT,多头,16.0,10.480165269461079,2025-07-20 11:44:03,10.342,2025-07-20 12:12:01,已平仓,-2.2106443113772514,42,1752983043521,1752984721020
UNI/USDT:USDT_1752984974024,UNI/USDT:USDT,空头,100.0,10.326,2025-07-20 12:16:14,10.363,2025-07-20 12:20:26,已平仓,-3.6999999999999034,23,1752984974024,1752985226287
UNI/USDT:USDT_1752985791417,UNI/USDT:USDT,多头,24.0,10.484414383561644,2025-07-20 12:29:51,10.744,2025-07-20 23:37:31,已平仓,6.230054794520541,75,1752985791417,1753025851826
UNI/USDT:USDT_1753062052398,UNI/USDT:USDT,空头,399.0,10.338000000000003,2025-07-21 09:40:52,10.533,2025-07-21 11:02:16,已平仓,-77.8049999999987,18,1753062052398,1753066936673
UNI/USDT:USDT_1753331539512,UNI/USDT:USDT,空头,4.0,10.24705122494432,2025-07-24 12:32:19,9.735,2025-07-24 14:44:24,已平仓,2.048204899777282,22,1753331539512,1753339464606
UNI/USDT:USDT_1753341837509,UNI/USDT:USDT,多头,150.0,9.897,2025-07-24 15:23:57,10.019,2025-07-24 18:18:20,已平仓,18.299999999999983,15,1753341837509,1753352300496
UNI/USDT:USDT_1753366411082,UNI/USDT:USDT,空头,139.0,9.978,2025-07-24 22:13:31,10.184,2025-07-24 22:34:10,已平仓,-28.633999999999933,18,1753366411082,1753367650462
UNI/USDT:USDT_1753374355588,UNI/USDT:USDT,空头,67.0,10.231999999999998,2025-07-25 00:25:55,10.453,2025-07-25 01:55:10,已平仓,-14.807000000000125,12,1753374355588,1753379710026
UNI/USDT:USDT_1753419020861,UNI/USDT:USDT,多头,145.0,9.983,2025-07-25 12:50:20,10.376,2025-07-25 17:31:27,已平仓,56.98499999999984,10,1753419020861,1753435887055
UNI/USDT:USDT_1753463471093,UNI/USDT:USDT,多头,206.0,10.160106796116505,2025-07-26 01:11:11,10.504,2025-07-26 11:39:02,已平仓,70.84199999999987,21,1753463471093,1753501142266
UNI/USDT:USDT_1753680777612,UNI/USDT:USDT,多头,320.0,11.131520153550863,2025-07-28 13:32:57,11.099,2025-07-28 14:18:44,已平仓,-10.406449136276024,18,1753680777612,1753683524008
UNI/USDT:USDT_1753706550047,UNI/USDT:USDT,多头,229.0,10.982,2025-07-28 20:42:30,10.847,2025-07-28 21:01:59,已平仓,-30.91499999999995,20,1753706550047,1753707719943
UNI/USDT:USDT_1753709530551,UNI/USDT:USDT,空头,210.0,10.713,2025-07-28 21:32:10,10.81,2025-07-28 21:42:10,已平仓,-20.370000000000275,14,1753709530551,1753710130636
ENS/USDT:USDT_1753157184210,ENS/USDT:USDT,多头,20.399999999999984,27.113,2025-07-22 12:06:24,26.833,2025-07-22 12:24:53,已平仓,-5.712000000000018,23,1753157184210,1753158293590
ENS/USDT:USDT_1753158293590_reverse,ENS/USDT:USDT,空头,16.79999999999998,26.58,2025-07-22 12:24:53,26.713,2025-07-22 13:17:54,已平仓,-2.234400000000042,50,1753158293590,1753161474184
ENS/USDT:USDT_1753161474184_reverse,ENS/USDT:USDT,多头,1.616484723854228e-13,31.489038277511963,2025-07-22 13:17:54,,,持仓中,0,104,1753161474184,
INJ/USDT:USDT_1753687163682,INJ/USDT:USDT,多头,46.59999999999995,16.028366591080875,2025-07-28 15:19:23,15.911,2025-07-28 19:34:20,已平仓,-5.46928314436879,30,1753687163682,1753702460899
INJ/USDT:USDT_1753702460899_reverse,INJ/USDT:USDT,空头,4.973799150320701e-14,15.911,2025-07-28 19:34:20,16.023,2025-07-28 19:41:13,已平仓,-5.5706550483591904e-15,2,1753702460899,1753702873250
INJ/USDT:USDT_1753702873250_reverse,INJ/USDT:USDT,多头,5.299999999999934,16.023,2025-07-28 19:41:13,15.895,2025-07-28 20:22:06,已平仓,-0.6783999999999921,28,1753702873250,1753705326425
INJ/USDT:USDT_1753705326425_reverse,INJ/USDT:USDT,空头,6.572520305780927e-14,15.895,2025-07-28 20:22:06,14.245,2025-07-31 11:30:37,已平仓,1.0844658504538531e-13,2,1753705326425,1753932637539
INJ/USDT:USDT_1753932637539_reverse,INJ/USDT:USDT,多头,69.39999999999988,14.246893561592854,2025-07-31 11:30:37,14.226,2025-07-31 21:02:51,已平仓,-1.4500131745440068,34,1753932637539,1753966971263
INJ/USDT:USDT_1753966971263_reverse,INJ/USDT:USDT,空头,1.2789769243681803e-13,14.226,2025-07-31 21:02:51,,,持仓中,0,1,1753966971263,
LDO/USDT:USDT_1753004417448,LDO/USDT:USDT,多头,19.0,1.1890999999999998,2025-07-20 17:40:17,1.1947,2025-07-20 17:41:14,已平仓,0.10640000000000516,32,1753004417448,1753004474251
LDO/USDT:USDT_1753004641004,LDO/USDT:USDT,多头,349.0,1.1959019316493316,2025-07-20 17:44:01,1.2136,2025-07-20 17:51:01,已平仓,6.176625854383289,18,1753004641004,1753005061318
LDO/USDT:USDT_1753005535887,LDO/USDT:USDT,多头,6.0,1.202761329305136,2025-07-20 17:58:55,1.1747,2025-07-20 22:11:30,已平仓,-0.16836797583081564,18,1753005535887,1753020690027
CFX/USDT:USDT_1752985353435,CFX/USDT:USDT,多头,268.0,0.11969099356343685,2025-07-20 12:22:33,0.13364,2025-07-20 14:00:20,已平仓,3.738333724998927,24,1752985353435,1752991220039
CFX/USDT:USDT_1752991377285,CFX/USDT:USDT,多头,1482.0,0.13596359201141225,2025-07-20 14:02:57,0.14778,2025-07-20 14:22:34,已平仓,17.51191663908703,13,1752991377285,1752992554354
CFX/USDT:USDT_1753080431923,CFX/USDT:USDT,空头,184.0,0.20992000000000002,2025-07-21 14:47:11,0.20729,2025-07-21 17:59:48,已平仓,0.4839200000000039,14,1753080431923,1753091988483
CFX/USDT:USDT_1753517001554,CFX/USDT:USDT,多头,2773.0,0.19577,2025-07-26 16:03:21,0.18643,2025-07-26 16:26:49,已平仓,-25.899819999999963,18,1753517001554,1753518409018
CFX/USDT:USDT_1753766522035,CFX/USDT:USDT,空头,70.0,0.21843341063348415,2025-07-29 13:22:02,0.22063,2025-07-29 13:28:17,已平仓,-0.1537612556561091,42,1753766522035,1753766897578
CFX/USDT:USDT_1753766904073,CFX/USDT:USDT,多头,1267.0,0.22138621501014194,2025-07-29 13:28:24,0.23022,2025-07-29 13:37:41,已平仓,11.192405582150172,28,1753766904073,1753767461774
CFX/USDT:USDT_1753767987372,CFX/USDT:USDT,多头,1205.0,0.23021,2025-07-29 13:46:27,0.23809,2025-07-29 13:52:10,已平仓,9.495399999999998,12,1753767987372,1753768330817
CFX/USDT:USDT_1753768357906,CFX/USDT:USDT,多头,2158.0,0.23684647191292377,2025-07-29 13:52:37,0.24112,2025-07-29 13:58:12,已平仓,9.222273611910513,33,1753768357906,1753768692234
CFX/USDT:USDT_1753773131112,CFX/USDT:USDT,多头,731.0,0.2615176234151605,2025-07-29 15:12:11,0.26343,2025-07-29 15:45:41,已平仓,1.3979472835176772,27,1753773131112,1753775141386
CFX/USDT:USDT_1753775214933,CFX/USDT:USDT,多头,2004.0,0.26225,2025-07-29 15:46:54,0.26209,2025-07-29 15:46:59,已平仓,-0.32063999999998694,3,1753775214933,1753775219376
CFX/USDT:USDT_1753777444582,CFX/USDT:USDT,多头,83.0,0.27182469492558103,2025-07-29 16:24:04,0.25483,2025-07-29 16:28:49,已平仓,-1.4105596788232257,18,1753777444582,1753777729242
CFX/USDT:USDT_1753777790468,CFX/USDT:USDT,多头,6968.0,0.25822588265869667,2025-07-29 16:29:50,0.27575,2025-07-29 20:29:13,已平仓,122.10804963420156,15,1753777790468,1753792153054
CFX/USDT:USDT_1753794299445,CFX/USDT:USDT,多头,2931.0,0.26977,2025-07-29 21:04:59,0.2739,2025-07-29 21:43:04,已平仓,12.105029999999903,12,1753794299445,1753796584078
CFX/USDT:USDT_1753798523441,CFX/USDT:USDT,空头,74.0,0.23992422639054536,2025-07-29 22:15:23,0.2419,2025-07-29 22:43:11,已平仓,-0.14620724709964333,19,1753798523441,1753800191359
CFX/USDT:USDT_1753928830874,CFX/USDT:USDT,多头,1690.0,0.2279869749691323,2025-07-31 10:27:10,0.21708,2025-07-31 14:06:21,已平仓,-18.432787697833614,10,1753928830874,1753941981047
CKB/USDT:USDT_1753147773253,CKB/USDT:USDT,空头,503415.0,0.005581000000000001,2025-07-22 09:29:33,0.005565,2025-07-22 15:28:00,已平仓,8.054640000000633,8,1753147773253,1753169280461
CKB/USDT:USDT_1753516848424,CKB/USDT:USDT,多头,48378.0,0.006989,2025-07-26 16:00:48,0.006622,2025-07-26 19:31:51,已平仓,-17.754726000000005,5,1753516848424,1753529511266
CKB/USDT:USDT_1753773123214,CKB/USDT:USDT,多头,24778.0,0.006765776723907205,2025-07-29 15:12:03,0.006993,2025-07-29 15:25:54,已平仓,5.63013833502727,29,1753773123214,1753773954922
CKB/USDT:USDT_1753774525842,CKB/USDT:USDT,多头,9723.0,0.006782557211801752,2025-07-29 15:35:25,0.006485,2025-07-29 16:55:20,已平仓,-2.8931487703484335,27,1753774525842,1753779320021
BSV/USDT:USDT_1752913903486,BSV/USDT:USDT,多头,1.0658141036401503e-14,31.82,2025-07-19 16:31:43,,,持仓中,0,13,1752913903486,
1000BONK/USDT:USDT_1753002065938,1000BONK/USDT:USDT,多头,867.0,0.034887,2025-07-20 17:01:05,0.033671,2025-07-20 18:09:21,已平仓,-1.0542720000000017,16,1753002065938,1753006161480
ONDO/USDT:USDT_1753711265158,ONDO/USDT:USDT,空头,9.094947017729282e-13,0.961737882935161,2025-07-28 22:01:05,,,持仓中,0,19,1753711265158,
JUP/USDT:USDT_1753755508758,JUP/USDT:USDT,空头,123.0,0.5378,2025-07-29 10:18:28,0.5523,2025-07-29 12:15:02,已平仓,-1.7835000000000085,13,1753755508758,1753762502110
OM/USDT:USDT_1753011489748,OM/USDT:USDT,多头,956.4999999999992,0.2559089337819142,2025-07-20 19:38:09,0.24997,2025-07-20 20:01:00,已平仓,-5.680590162400935,22,1753011489748,1753012860025
OM/USDT:USDT_1753012860025_reverse,OM/USDT:USDT,空头,1.4779288903810084e-12,0.27187003776540686,2025-07-20 20:01:00,0.31211,2025-07-26 16:33:19,已平仓,-5.947180273434592e-14,29,1753012860025,1753518799518
OM/USDT:USDT_1753518799518_reverse,OM/USDT:USDT,多头,73.79999999999836,0.31210999999999994,2025-07-26 16:33:19,0.29888,2025-07-26 16:57:00,已平仓,-0.9763739999999757,41,1753518799518,1753520220602
OM/USDT:USDT_1753520220602_reverse,OM/USDT:USDT,空头,1.3642420526593924e-12,0.28383806165479136,2025-07-26 16:57:00,,,持仓中,0,55,1753520220602,
GLM/USDT:USDT_1753599780389,GLM/USDT:USDT,空头,266.0,0.324,2025-07-27 15:03:00,0.32716,2025-07-27 15:12:17,已平仓,-0.840559999999999,12,1753599780389,1753600337044
GLM/USDT:USDT_1753602126180,GLM/USDT:USDT,多头,392.0,0.3406600000000001,2025-07-27 15:42:06,0.32601,2025-07-27 19:06:14,已平仓,-5.74280000000002,16,1753602126180,1753614374207
ETHFI/USDT:USDT_1753680190165,ETHFI/USDT:USDT,多头,343.19999999999834,1.3083,2025-07-28 13:23:10,1.2971,2025-07-28 14:18:44,已平仓,-3.8438400000000152,34,1753680190165,1753683524009
ETHFI/USDT:USDT_1753683524009_reverse,ETHFI/USDT:USDT,空头,1.3642420526593924e-12,1.2307000000000001,2025-07-28 14:18:44,1.2437,2025-07-28 21:42:19,已平仓,-1.7735146684571965e-14,6,1753683524009,1753710139454
ETHFI/USDT:USDT_1753710139454_reverse,ETHFI/USDT:USDT,多头,6.6999999999984095,1.2437,2025-07-28 21:42:19,1.2357,2025-07-28 21:47:28,已平仓,-0.053599999999987324,35,1753710139454,1753710448827
ETHFI/USDT:USDT_1753710448827_reverse,ETHFI/USDT:USDT,空头,1.4779288903810084e-12,1.2246,2025-07-28 21:47:28,,,持仓中,0,20,1753710448827,
ENA/USDT:USDT_1753105531333,ENA/USDT:USDT,多头,103.0,0.5209,2025-07-21 21:45:31,0.5207,2025-07-21 21:45:36,已平仓,-0.02059999999999773,2,1753105531333,1753105536408
ENA/USDT:USDT_1753504767466,ENA/USDT:USDT,多头,5787.0,0.5904271829190567,2025-07-26 12:39:27,0.5702,2025-07-26 19:30:59,已平仓,-117.05470755258098,7,1753504767466,1753529459515
ENA/USDT:USDT_1753529470781,ENA/USDT:USDT,空头,4880.0,0.5715,2025-07-26 19:31:10,0.5785,2025-07-26 21:14:23,已平仓,-34.16000000000003,3,1753529470781,1753535663976
ENA/USDT:USDT_1753535831184,ENA/USDT:USDT,多头,1004.0,0.5774,2025-07-26 21:17:11,0.5664,2025-07-26 22:28:44,已平仓,-11.04400000000001,22,1753535831184,1753540124025
ENA/USDT:USDT_1753542775753,ENA/USDT:USDT,空头,3195.0,0.5581,2025-07-26 23:12:55,0.5741,2025-07-27 01:35:59,已平仓,-51.12000000000005,3,1753542775753,1753551359304
ENA/USDT:USDT_1753845684870,ENA/USDT:USDT,多头,3871.0,0.5852086799276672,2025-07-30 11:21:24,0.5598,2025-07-30 19:27:03,已平仓,-98.35699999999999,7,1753845684870,1753874823021
ENA/USDT:USDT_1754015162902,ENA/USDT:USDT,多头,2897.0,0.6113,2025-08-01 10:26:02,0.5856,2025-08-01 12:12:18,已平仓,-74.45289999999984,4,1754015162902,1754021538768
TRUMP/USDT:USDT_1752903542747,TRUMP/USDT:USDT,多头,1.7763568394002505e-13,10.318,2025-07-19 13:39:02,10.548,2025-07-21 09:45:14,已平仓,4.0856207306205836e-14,27,1752903542747,1753062314091
TRUMP/USDT:USDT_1753062314091_reverse,TRUMP/USDT:USDT,空头,71.70999999999987,10.547999999999998,2025-07-21 09:45:14,10.755,2025-07-21 10:59:46,已平仓,-14.843970000000153,27,1753062314091,1753066786057
TRUMP/USDT:USDT_1753066786057_reverse,TRUMP/USDT:USDT,多头,1.2789769243681803e-13,10.755,2025-07-21 10:59:46,,,持仓中,0,1,1753066786057,
REI/USDT:USDT_1753524041255,REI/USDT:USDT,空头,10184.0,0.02636,2025-07-26 18:00:41,0.02734,2025-07-26 18:25:58,已平仓,-9.980319999999981,13,1753524041255,1753525558020
REI/USDT:USDT_1753532957031,REI/USDT:USDT,多头,1186.0,0.030123675172764534,2025-07-26 20:29:17,0.02943,2025-07-26 20:55:53,已平仓,-0.8226987548987362,20,1753532957031,1753534553775
REI/USDT:USDT_1753534566529,REI/USDT:USDT,空头,5093.0,0.029281114410390146,2025-07-26 20:56:06,0.02749,2025-07-26 21:28:13,已平仓,9.12214569211701,14,1753534566529,1753536493831
VINE/USDT:USDT_1753590854171,VINE/USDT:USDT,空头,607.0,0.07169000000000002,2025-07-27 12:34:14,0.07215,2025-07-27 13:49:52,已平仓,-0.2792199999999928,32,1753590854171,1753595392837
VINE/USDT:USDT_1753596160298,VINE/USDT:USDT,空头,1082.0,0.07106482813075748,2025-07-27 14:02:40,0.07081,2025-07-27 14:50:36,已平仓,0.2757240374796007,31,1753596160298,1753599036194
VINE/USDT:USDT_1753603148466,VINE/USDT:USDT,多头,2206.0,0.06993158909826735,2025-07-27 15:59:08,0.07188,2025-07-27 16:53:01,已平仓,4.298194449222214,23,1753603148466,1753606381652
VINE/USDT:USDT_1753606823036,VINE/USDT:USDT,多头,530.0,0.07225999999999999,2025-07-27 17:00:23,0.07393,2025-07-27 17:09:21,已平仓,0.8851000000000026,23,1753606823036,1753607361176
VINE/USDT:USDT_1753607812990,VINE/USDT:USDT,多头,7137.0,0.07685,2025-07-27 17:16:52,0.07893,2025-07-27 18:00:27,已平仓,14.84495999999999,19,1753607812990,1753610427606
VINE/USDT:USDT_1753611641677,VINE/USDT:USDT,多头,2301.0,0.08178848578176363,2025-07-27 18:20:41,0.07931,2025-07-27 18:38:02,已平仓,-5.70299578383811,32,1753611641677,1753612682070
VINE/USDT:USDT_1753613628574,VINE/USDT:USDT,多头,30702.0,0.08162,2025-07-27 18:53:48,0.07816,2025-07-27 20:14:17,已平仓,-106.22892000000014,7,1753613628574,1753618457765
VINE/USDT:USDT_1753618469723,VINE/USDT:USDT,空头,9393.0,0.07866517636289666,2025-07-27 20:14:29,0.08053,2025-07-27 20:31:29,已平仓,-17.51628842331171,12,1753618469723,1753619489401
VINE/USDT:USDT_1753619552681,VINE/USDT:USDT,多头,35326.0,0.08184,2025-07-27 20:32:32,0.088,2025-07-27 22:43:52,已平仓,217.60815999999997,4,1753619552681,1753627432034
VINE/USDT:USDT_1753632849214,VINE/USDT:USDT,多头,2211.0,0.08985,2025-07-28 00:14:09,0.09339,2025-07-28 00:28:04,已平仓,7.826940000000003,17,1753632849214,1753633684834
VINE/USDT:USDT_1753634096271,VINE/USDT:USDT,多头,4372.0,0.09352999999999999,2025-07-28 00:34:56,0.09761,2025-07-28 00:38:54,已平仓,17.837760000000063,17,1753634096271,1753634334351
VINE/USDT:USDT_1753634390362,VINE/USDT:USDT,空头,1302.0,0.09886,2025-07-28 00:39:50,0.09778,2025-07-28 00:42:01,已平仓,1.406159999999997,13,1753634390362,1753634521515
VINE/USDT:USDT_1753634710577,VINE/USDT:USDT,空头,4601.0,0.09886,2025-07-28 00:45:10,0.09742,2025-07-28 00:45:49,已平仓,6.625439999999985,10,1753634710577,1753634749487
VINE/USDT:USDT_1753634861953,VINE/USDT:USDT,多头,6668.0,0.10155252335405113,2025-07-28 00:47:41,0.10655,2025-07-28 01:39:24,已平仓,33.32317427518712,16,1753634861953,1753637964885
VINE/USDT:USDT_1753695829653,VINE/USDT:USDT,多头,565.0,0.17036,2025-07-28 17:43:49,0.16804,2025-07-28 17:59:30,已平仓,-1.3108000000000093,24,1753695829653,1753696770555
VINE/USDT:USDT_1753698594149,VINE/USDT:USDT,空头,1434.0,0.1546127412164314,2025-07-28 18:29:54,0.14763,2025-07-28 19:05:36,已平仓,10.013250904362609,20,1753698594149,1753700736421
VINE/USDT:USDT_1753710188925,VINE/USDT:USDT,空头,1309.0,0.13786,2025-07-28 21:43:08,0.13696,2025-07-28 21:44:02,已平仓,1.1781000000000157,10,1753710188925,1753710242587
VINE/USDT:USDT_1753710514124,VINE/USDT:USDT,空头,4711.0,0.1359,2025-07-28 21:48:34,0.13326,2025-07-28 21:53:19,已平仓,12.437040000000016,11,1753710514124,1753710799429
