仓位ID,交易对,方向,数量,开仓价格,开仓时间,平仓价格,平仓时间,状态,PnL,交易次数,原始开仓时间戳,原始平仓时间戳
CRV/USDT:USDT_1753146480733,CRV/USDT:USDT,空头,9.094947017729282e-13,0.9420000000000001,2025-07-22 09:08:00,1.082,2025-07-25 18:05:37,已平仓,-1.2732925824820997e-13,27,1753146480733,1753437937435
CRV/USDT:USDT_1753437937435_reverse,CRV/USDT:USDT,多头,2019.1999999999991,1.0819999999999999,2025-07-25 18:05:37,1.038,2025-07-25 22:39:43,已平仓,-88.8447999999996,7,1753437937435,1753454383081
CRV/USDT:USDT_1753454383081_reverse,CRV/USDT:USDT,空头,9.094947017729282e-13,1.038,2025-07-25 22:39:43,,,持仓中,0,1,1753454383081,
SUSHI/USDT:USDT_1752896770372,SUSHI/USDT:USDT,多头,433.0,0.9366442091754894,2025-07-19 11:46:10,1.0175,2025-07-19 13:36:17,已平仓,35.01055742701312,19,1752896770372,1752903377018
SUSHI/USDT:USDT_1752907522407,SUSHI/USDT:USDT,多头,37.0,1.0543,2025-07-19 14:45:22,1.003,2025-07-19 17:39:14,已平仓,-1.8981000000000046,25,1752907522407,1752917954019
SUSHI/USDT:USDT_1752918092341,SUSHI/USDT:USDT,多头,348.0,0.9279,2025-07-19 17:41:32,0.9224,2025-07-19 17:42:54,已平仓,-1.9139999999999824,17,1752918092341,1752918174078
SUSHI/USDT:USDT_1752918183438,SUSHI/USDT:USDT,空头,160.0,0.9249,2025-07-19 17:43:03,0.922,2025-07-19 19:24:11,已平仓,0.4640000000000022,35,1752918183438,1752924251874
SUSHI/USDT:USDT_1752982722917,SUSHI/USDT:USDT,多头,24.0,1.047,2025-07-20 11:38:42,1.0128,2025-07-20 14:02:28,已平仓,-0.8208000000000002,26,1752982722917,1752991348041
SUSHI/USDT:USDT_1753106065964,SUSHI/USDT:USDT,多头,154.0,1.089,2025-07-21 21:54:25,1.056,2025-07-21 23:13:20,已平仓,-5.081999999999987,31,1753106065964,1753110800952
SUSHI/USDT:USDT_1753110875181,SUSHI/USDT:USDT,空头,393.0,1.0565012589928058,2025-07-21 23:14:35,1.0744,2025-07-21 23:54:26,已平仓,-7.0342052158273365,31,1753110875181,1753113266878
SOL/USDT:USDT_1753071872050,SOL/USDT:USDT,多头,50.61,187.0987314759929,2025-07-21 12:24:32,191.58,2025-07-21 17:58:36,已平仓,226.79699999999963,8,1753071872050,1753091916295
UNI/USDT:USDT_1752983043521,UNI/USDT:USDT,多头,16.0,10.480165269461079,2025-07-20 11:44:03,10.342,2025-07-20 12:12:01,已平仓,-2.2106443113772514,42,1752983043521,1752984721020
UNI/USDT:USDT_1752984974024,UNI/USDT:USDT,空头,100.0,10.326,2025-07-20 12:16:14,10.363,2025-07-20 12:20:26,已平仓,-3.6999999999999034,23,1752984974024,1752985226287
UNI/USDT:USDT_1752985791417,UNI/USDT:USDT,多头,24.0,10.484414383561644,2025-07-20 12:29:51,10.744,2025-07-20 23:37:31,已平仓,6.230054794520541,75,1752985791417,1753025851826
UNI/USDT:USDT_1753062052398,UNI/USDT:USDT,空头,399.0,10.338000000000003,2025-07-21 09:40:52,10.533,2025-07-21 11:02:16,已平仓,-77.8049999999987,18,1753062052398,1753066936673
UNI/USDT:USDT_1753331539512,UNI/USDT:USDT,空头,4.0,10.24705122494432,2025-07-24 12:32:19,9.735,2025-07-24 14:44:24,已平仓,2.048204899777282,22,1753331539512,1753339464606
UNI/USDT:USDT_1753341837509,UNI/USDT:USDT,多头,150.0,9.897,2025-07-24 15:23:57,10.019,2025-07-24 18:18:20,已平仓,18.299999999999983,15,1753341837509,1753352300496
UNI/USDT:USDT_1753366411082,UNI/USDT:USDT,空头,139.0,9.978,2025-07-24 22:13:31,10.184,2025-07-24 22:34:10,已平仓,-28.633999999999933,18,1753366411082,1753367650462
UNI/USDT:USDT_1753374355588,UNI/USDT:USDT,空头,67.0,10.231999999999998,2025-07-25 00:25:55,10.453,2025-07-25 01:55:10,已平仓,-14.807000000000125,12,1753374355588,1753379710026
UNI/USDT:USDT_1753419020861,UNI/USDT:USDT,多头,145.0,9.983,2025-07-25 12:50:20,10.376,2025-07-25 17:31:27,已平仓,56.98499999999984,10,1753419020861,1753435887055
UNI/USDT:USDT_1753463471093,UNI/USDT:USDT,多头,206.0,10.160106796116505,2025-07-26 01:11:11,10.504,2025-07-26 11:39:02,已平仓,70.84199999999987,21,1753463471093,1753501142266
UNI/USDT:USDT_1753680777612,UNI/USDT:USDT,多头,320.0,11.131520153550863,2025-07-28 13:32:57,11.099,2025-07-28 14:18:44,已平仓,-10.406449136276024,18,1753680777612,1753683524008
UNI/USDT:USDT_1753706550047,UNI/USDT:USDT,多头,229.0,10.982,2025-07-28 20:42:30,10.847,2025-07-28 21:01:59,已平仓,-30.91499999999995,20,1753706550047,1753707719943
UNI/USDT:USDT_1753709530551,UNI/USDT:USDT,空头,210.0,10.713,2025-07-28 21:32:10,10.81,2025-07-28 21:42:10,已平仓,-20.370000000000275,14,1753709530551,1753710130636
1INCH/USDT:USDT_1753967615953,1INCH/USDT:USDT,空头,987.0,0.2642032977461448,2025-07-31 21:13:35,0.2642,2025-07-31 21:19:34,已平仓,0.003254875444943073,36,1753967615953,1753967974852
HBAR/USDT:USDT_1753595964902,HBAR/USDT:USDT,多头,323.0,0.3017500000000001,2025-07-27 13:59:24,0.2893,2025-07-27 15:37:25,已平仓,-4.021350000000023,11,1753595964902,1753601845335
ENS/USDT:USDT_1753157184210,ENS/USDT:USDT,多头,20.399999999999984,27.113,2025-07-22 12:06:24,26.833,2025-07-22 12:24:53,已平仓,-5.712000000000018,23,1753157184210,1753158293590
ENS/USDT:USDT_1753158293590_reverse,ENS/USDT:USDT,空头,16.79999999999998,26.58,2025-07-22 12:24:53,26.713,2025-07-22 13:17:54,已平仓,-2.234400000000042,50,1753158293590,1753161474184
ENS/USDT:USDT_1753161474184_reverse,ENS/USDT:USDT,多头,1.616484723854228e-13,31.489038277511963,2025-07-22 13:17:54,,,持仓中,0,104,1753161474184,
SUI/USDT:USDT_1753586472281,SUI/USDT:USDT,多头,203.99999999999972,4.196500000000001,2025-07-27 11:21:12,4.2655,2025-07-27 19:38:48,已平仓,14.07599999999979,15,1753586472281,1753616328406
SUI/USDT:USDT_1753616328406_reverse,SUI/USDT:USDT,空头,2.8421709430404007e-13,4.2655,2025-07-27 19:38:48,4.3198,2025-07-27 20:23:46,已平仓,-1.5432988220709254e-14,2,1753616328406,1753619026161
SUI/USDT:USDT_1753619026161_reverse,SUI/USDT:USDT,多头,1089.8999999999996,4.319800000000001,2025-07-27 20:23:46,4.4,2025-07-27 20:51:34,已平仓,87.40997999999954,13,1753619026161,1753620694770
SUI/USDT:USDT_1753620694770_reverse,SUI/USDT:USDT,空头,4.547473508864641e-13,4.4,2025-07-27 20:51:34,4.2883,2025-07-28 11:56:07,已平仓,5.0795279094018405e-14,2,1753620694770,1753674967035
SUI/USDT:USDT_1753674967035_reverse,SUI/USDT:USDT,多头,127.29999999999964,4.2883,2025-07-28 11:56:07,4.3112,2025-07-28 13:18:32,已平仓,2.915170000000095,18,1753674967035,1753679912687
SUI/USDT:USDT_1753679912687_reverse,SUI/USDT:USDT,空头,3.552713678800501e-13,4.3112,2025-07-28 13:18:32,3.85,2025-07-31 12:49:01,已平仓,1.638511548662792e-13,2,1753679912687,1753937341936
SUI/USDT:USDT_1753937341936_reverse,SUI/USDT:USDT,多头,611.4999999999999,3.8499999999999974,2025-07-31 12:49:01,3.9499,2025-07-31 16:25:23,已平仓,61.08885000000154,29,1753937341936,1753950323890
SUI/USDT:USDT_1753950323890_reverse,SUI/USDT:USDT,空头,1.1368683772161603e-13,3.9499,2025-07-31 16:25:23,3.9182,2025-07-31 17:41:28,已平仓,3.60387275577521e-15,2,1753950323890,1753954888513
SUI/USDT:USDT_1753954888513_reverse,SUI/USDT:USDT,多头,791.2999999999998,3.9176337065072198,2025-07-31 17:41:28,3.8575,2025-07-31 20:32:48,已平仓,-47.58380195916304,20,1753954888513,1753965168061
SUI/USDT:USDT_1753965168061_reverse,SUI/USDT:USDT,空头,1.1368683772161603e-13,3.8575,2025-07-31 20:32:48,,,持仓中,0,1,1753965168061,
1000PEPE/USDT:USDT_1753798891858,1000PEPE/USDT:USDT,空头,14858.0,0.011581851944367661,2025-07-29 22:21:31,0.0113948,2025-07-30 00:32:50,已平仓,2.779217789414708,7,1753798891858,1753806770584
1000PEPE/USDT:USDT_1753877377274,1000PEPE/USDT:USDT,空头,75320.0,0.0111083,2025-07-30 20:09:37,0.011227,2025-07-30 20:22:27,已平仓,-8.940483999999952,12,1753877377274,1753878147760
PENDLE/USDT:USDT_1753437639332,PENDLE/USDT:USDT,多头,13.0,4.588722222222222,2025-07-25 18:00:39,4.4454,2025-07-25 22:38:02,已平仓,-1.863188888888879,28,1753437639332,1753454282186
PENDLE/USDT:USDT_1753456425275,PENDLE/USDT:USDT,空头,34.0,4.4138,2025-07-25 23:13:45,4.454,2025-07-26 01:02:53,已平仓,-1.3667999999999854,20,1753456425275,1753462973906
SEI/USDT:USDT_1753001049657,SEI/USDT:USDT,多头,2343.0,0.3585,2025-07-20 16:44:09,0.3664,2025-07-21 00:06:51,已平仓,18.50970000000004,14,1753001049657,1753027611456
SEI/USDT:USDT_1753159622637,SEI/USDT:USDT,空头,1432.0,0.342,2025-07-22 12:47:02,0.3396,2025-07-22 13:17:50,已平仓,3.436800000000019,11,1753159622637,1753161470237
SEI/USDT:USDT_1753161499614,SEI/USDT:USDT,多头,307.0,0.33979999999999994,2025-07-22 13:18:19,0.3362,2025-07-22 13:45:41,已平仓,-1.1051999999999804,23,1753161499614,1753163141464
SEI/USDT:USDT_1753164024938,SEI/USDT:USDT,多头,4796.0,0.3378332170880558,2025-07-22 14:00:24,0.3359,2025-07-22 17:18:53,已平仓,-9.271709154315749,20,1753164024938,1753175933993
SEI/USDT:USDT_1753797399622,SEI/USDT:USDT,空头,4606.0,0.3259,2025-07-29 21:56:39,0.3236,2025-07-29 22:04:11,已平仓,10.593800000000112,15,1753797399622,1753797851042
BSV/USDT:USDT_1752913903486,BSV/USDT:USDT,多头,1.0658141036401503e-14,31.82,2025-07-19 16:31:43,,,持仓中,0,13,1752913903486,
1000BONK/USDT:USDT_1753002065938,1000BONK/USDT:USDT,多头,867.0,0.034887,2025-07-20 17:01:05,0.033671,2025-07-20 18:09:21,已平仓,-1.0542720000000017,16,1753002065938,1753006161480
REI/USDT:USDT_1753524041255,REI/USDT:USDT,空头,10184.0,0.02636,2025-07-26 18:00:41,0.02734,2025-07-26 18:25:58,已平仓,-9.980319999999981,13,1753524041255,1753525558020
REI/USDT:USDT_1753532957031,REI/USDT:USDT,多头,1186.0,0.030123675172764534,2025-07-26 20:29:17,0.02943,2025-07-26 20:55:53,已平仓,-0.8226987548987362,20,1753532957031,1753534553775
REI/USDT:USDT_1753534566529,REI/USDT:USDT,空头,5093.0,0.029281114410390146,2025-07-26 20:56:06,0.02749,2025-07-26 21:28:13,已平仓,9.12214569211701,14,1753534566529,1753536493831
EIGEN/USDT:USDT_1753679944955,EIGEN/USDT:USDT,多头,4.547473508864641e-13,1.4757794335956962,2025-07-28 13:19:04,1.4495,2025-07-28 14:18:57,已平仓,-1.1950502810439583e-14,13,1753679944955,1753683537129
EIGEN/USDT:USDT_1753683537129_reverse,EIGEN/USDT:USDT,空头,14.19999999999995,1.4474564565442796,2025-07-28 14:18:57,1.4371,2025-07-28 15:28:04,已平仓,0.14706168292876873,57,1753683537129,1753687684989
EIGEN/USDT:USDT_1753687684989_reverse,EIGEN/USDT:USDT,多头,4.973799150320701e-14,1.4371,2025-07-28 15:28:04,,,持仓中,0,1,1753687684989,
DIA/USDT:USDT_1753104116116,DIA/USDT:USDT,多头,911.0,0.9895000000000002,2025-07-21 21:21:56,1.0635,2025-07-21 21:34:35,已平仓,67.41399999999976,11,1753104116116,1753104875027
DIA/USDT:USDT_1753105028173,DIA/USDT:USDT,多头,119.0,1.0909,2025-07-21 21:37:08,1.0087,2025-07-21 22:50:33,已平仓,-9.781800000000006,14,1753105028173,1753109433216
DIA/USDT:USDT_1753147587631,DIA/USDT:USDT,空头,10.0,1.1289966307277628,2025-07-22 09:26:27,1.1802,2025-07-22 10:07:40,已平仓,-0.5120336927223712,16,1753147587631,1753150060885
DIA/USDT:USDT_1753150089235,DIA/USDT:USDT,多头,6.0,1.1864,2025-07-22 10:08:09,1.1119,2025-07-22 10:51:05,已平仓,-0.44699999999999873,30,1753150089235,1753152665739
MOODENG/USDT:USDT_1753088634739,MOODENG/USDT:USDT,多头,178.0,0.20459,2025-07-21 17:03:54,0.2148,2025-07-21 19:44:13,已平仓,1.8173799999999996,31,1753088634739,1753098253071
MOODENG/USDT:USDT_1753186986710,MOODENG/USDT:USDT,多头,390.0,0.22470242798353907,2025-07-22 20:23:06,0.21548,2025-07-22 22:54:45,已平仓,-3.5967469135802337,24,1753186986710,1753196085021
MOODENG/USDT:USDT_1753236056402,MOODENG/USDT:USDT,多头,17297.0,0.2254392865814881,2025-07-23 10:00:56,0.245,2025-07-23 12:52:02,已平仓,338.34166000000033,6,1753236056402,1753246322567
MOODENG/USDT:USDT_1753270159593,MOODENG/USDT:USDT,多头,1632.0,0.2367516532182398,2025-07-23 19:29:19,0.22041,2025-07-23 21:42:18,已平仓,-26.669578052167353,13,1753270159593,1753278138444
MOODENG/USDT:USDT_1753278273227,MOODENG/USDT:USDT,多头,1183.0,0.22011999999999998,2025-07-23 21:44:33,0.21998,2025-07-23 21:57:51,已平仓,-0.16561999999996863,25,1753278273227,1753279071907
MOODENG/USDT:USDT_1753669302400,MOODENG/USDT:USDT,多头,1768.0,0.20693,2025-07-28 10:21:42,0.21021,2025-07-28 10:40:32,已平仓,5.799040000000009,26,1753669302400,1753670432160
MOODENG/USDT:USDT_1753675595124,MOODENG/USDT:USDT,多头,1220.0,0.20878623736213234,2025-07-28 12:06:35,0.20847,2025-07-28 13:18:25,已平仓,-0.38580958180146563,48,1753675595124,1753679905300
TRUMP/USDT:USDT_1752903542747,TRUMP/USDT:USDT,多头,1.7763568394002505e-13,10.318,2025-07-19 13:39:02,10.548,2025-07-21 09:45:14,已平仓,4.0856207306205836e-14,27,1752903542747,1753062314091
TRUMP/USDT:USDT_1753062314091_reverse,TRUMP/USDT:USDT,空头,71.70999999999987,10.547999999999998,2025-07-21 09:45:14,10.755,2025-07-21 10:59:46,已平仓,-14.843970000000153,27,1753062314091,1753066786057
TRUMP/USDT:USDT_1753066786057_reverse,TRUMP/USDT:USDT,多头,1.2789769243681803e-13,10.755,2025-07-21 10:59:46,,,持仓中,0,1,1753066786057,
VINE/USDT:USDT_1753590854171,VINE/USDT:USDT,空头,607.0,0.07169000000000002,2025-07-27 12:34:14,0.07215,2025-07-27 13:49:52,已平仓,-0.2792199999999928,32,1753590854171,1753595392837
VINE/USDT:USDT_1753596160298,VINE/USDT:USDT,空头,1082.0,0.07106482813075748,2025-07-27 14:02:40,0.07081,2025-07-27 14:50:36,已平仓,0.2757240374796007,31,1753596160298,1753599036194
VINE/USDT:USDT_1753603148466,VINE/USDT:USDT,多头,2206.0,0.06993158909826735,2025-07-27 15:59:08,0.07188,2025-07-27 16:53:01,已平仓,4.298194449222214,23,1753603148466,1753606381652
VINE/USDT:USDT_1753606823036,VINE/USDT:USDT,多头,530.0,0.07225999999999999,2025-07-27 17:00:23,0.07393,2025-07-27 17:09:21,已平仓,0.8851000000000026,23,1753606823036,1753607361176
VINE/USDT:USDT_1753607812990,VINE/USDT:USDT,多头,7137.0,0.07685,2025-07-27 17:16:52,0.07893,2025-07-27 18:00:27,已平仓,14.84495999999999,19,1753607812990,1753610427606
VINE/USDT:USDT_1753611641677,VINE/USDT:USDT,多头,2301.0,0.08178848578176363,2025-07-27 18:20:41,0.07931,2025-07-27 18:38:02,已平仓,-5.70299578383811,32,1753611641677,1753612682070
VINE/USDT:USDT_1753613628574,VINE/USDT:USDT,多头,30702.0,0.08162,2025-07-27 18:53:48,0.07816,2025-07-27 20:14:17,已平仓,-106.22892000000014,7,1753613628574,1753618457765
VINE/USDT:USDT_1753618469723,VINE/USDT:USDT,空头,9393.0,0.07866517636289666,2025-07-27 20:14:29,0.08053,2025-07-27 20:31:29,已平仓,-17.51628842331171,12,1753618469723,1753619489401
VINE/USDT:USDT_1753619552681,VINE/USDT:USDT,多头,35326.0,0.08184,2025-07-27 20:32:32,0.088,2025-07-27 22:43:52,已平仓,217.60815999999997,4,1753619552681,1753627432034
VINE/USDT:USDT_1753632849214,VINE/USDT:USDT,多头,2211.0,0.08985,2025-07-28 00:14:09,0.09339,2025-07-28 00:28:04,已平仓,7.826940000000003,17,1753632849214,1753633684834
VINE/USDT:USDT_1753634096271,VINE/USDT:USDT,多头,4372.0,0.09352999999999999,2025-07-28 00:34:56,0.09761,2025-07-28 00:38:54,已平仓,17.837760000000063,17,1753634096271,1753634334351
VINE/USDT:USDT_1753634390362,VINE/USDT:USDT,空头,1302.0,0.09886,2025-07-28 00:39:50,0.09778,2025-07-28 00:42:01,已平仓,1.406159999999997,13,1753634390362,1753634521515
VINE/USDT:USDT_1753634710577,VINE/USDT:USDT,空头,4601.0,0.09886,2025-07-28 00:45:10,0.09742,2025-07-28 00:45:49,已平仓,6.625439999999985,10,1753634710577,1753634749487
VINE/USDT:USDT_1753634861953,VINE/USDT:USDT,多头,6668.0,0.10155252335405113,2025-07-28 00:47:41,0.10655,2025-07-28 01:39:24,已平仓,33.32317427518712,16,1753634861953,1753637964885
VINE/USDT:USDT_1753695829653,VINE/USDT:USDT,多头,565.0,0.17036,2025-07-28 17:43:49,0.16804,2025-07-28 17:59:30,已平仓,-1.3108000000000093,24,1753695829653,1753696770555
VINE/USDT:USDT_1753698594149,VINE/USDT:USDT,空头,1434.0,0.1546127412164314,2025-07-28 18:29:54,0.14763,2025-07-28 19:05:36,已平仓,10.013250904362609,20,1753698594149,1753700736421
VINE/USDT:USDT_1753710188925,VINE/USDT:USDT,空头,1309.0,0.13786,2025-07-28 21:43:08,0.13696,2025-07-28 21:44:02,已平仓,1.1781000000000157,10,1753710188925,1753710242587
VINE/USDT:USDT_1753710514124,VINE/USDT:USDT,空头,4711.0,0.1359,2025-07-28 21:48:34,0.13326,2025-07-28 21:53:19,已平仓,12.437040000000016,11,1753710514124,1753710799429
VINE/USDT:USDT_1753793526930,VINE/USDT:USDT,空头,16073.0,0.12569365955328815,2025-07-29 20:52:06,0.135,2025-07-30 00:21:49,已平仓,-149.5808099999997,10,1753793526930,1753806109026
VINE/USDT:USDT_1753807586316,VINE/USDT:USDT,空头,1270.0,0.1306180313999128,2025-07-30 00:46:26,0.12711,2025-07-30 11:59:34,已平仓,4.455199877889246,15,1753807586316,1753847974748
VINE/USDT:USDT_1753848386433,VINE/USDT:USDT,空头,67.0,0.1275544170528267,2025-07-30 12:06:26,0.12601,2025-07-30 13:28:16,已平仓,0.10347594253938755,9,1753848386433,1753853296911
VINE/USDT:USDT_1753853756831,VINE/USDT:USDT,多头,1183.0,0.11708000000000002,2025-07-30 13:35:56,0.11569,2025-07-30 13:38:52,已平仓,-1.6443700000000192,26,1753853756831,1753853932044
VINE/USDT:USDT_1753853970514,VINE/USDT:USDT,空头,58.0,0.11516283606445908,2025-07-30 13:39:30,0.1182,2025-07-30 13:55:07,已平仓,-0.17615550826137324,21,1753853970514,1753854907406
VINE/USDT:USDT_1753856298250,VINE/USDT:USDT,空头,1708.0,0.11516402810195127,2025-07-30 14:18:18,0.11902,2025-07-30 14:32:09,已平仓,-6.586000001867235,18,1753856298250,1753857129105
VINE/USDT:USDT_1753857623736,VINE/USDT:USDT,空头,416.0,0.1179647476810484,2025-07-30 14:40:23,0.11201,2025-07-30 17:48:55,已平仓,2.477175035316138,43,1753857623736,1753868935601
VINE/USDT:USDT_1753870135646,VINE/USDT:USDT,空头,6156.0,0.11459400784997821,2025-07-30 18:08:55,0.115,2025-07-30 20:23:21,已平仓,-2.4992876755341666,22,1753870135646,1753878201423
VINE/USDT:USDT_1753878514087,VINE/USDT:USDT,空头,2667.0,0.1132,2025-07-30 20:28:34,0.11143,2025-07-30 20:38:04,已平仓,4.720589999999984,10,1753878514087,1753879084850
VINE/USDT:USDT_1753879817392,VINE/USDT:USDT,空头,3989.0,0.11078041837144002,2025-07-30 20:50:17,0.10903,2025-07-30 22:14:47,已平仓,6.982418883674245,15,1753879817392,1753884887853
VINE/USDT:USDT_1753931201668,VINE/USDT:USDT,空头,5461.0,0.11478234450245856,2025-07-31 11:06:41,0.11802,2025-07-31 12:47:16,已平仓,-17.680836672073827,21,1753931201668,1753937236409
